Ticket;Date;Timezone;Transaction;Details;Instrument;Price;Units;Direction;Spread;Cost;Stop;Loss;Take;Profit;Trailing;Stop;Financing;Commission;P/L;Amount;Balance
8870;06/26/2019;11:53:43;PM;MST;MARKET_ORDER;TRADE_CLOSE;EUR/CHF;;50;Sell;;;;;;;;;;;
8871;06/26/2019;11:53:43;PM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;EUR/CHF;1.1139;50;Sell;0.0038;;;;-0.0006;0;0.159;;27.6;;
8872;06/26/2019;11:53:43;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8873;06/26/2019;11:55:18;PM;MST;MARKET_ORDER;CLIENT_ORDER;NZD/JPY;;101;Sell;;;;;;;;;;;
8874;06/26/2019;11:55:18;PM;MST;ORDER_FILL;MARKET_ORDER;NZD/JPY;72.164;101;Sell;0.0079;;;;0;0;0;;27.6;;
8875;06/26/2019;11:55:18;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;71.862;;;;;;;;;;;;;
8876;06/27/2019;02:15:05;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/CHF;;1;Buy;;;;;;;;;;;
8877;06/27/2019;02:15:05;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/CHF;1.11343;1;Buy;0.0001;;;;0;0;0;;27.6;;
8878;06/27/2019;04:01:28;AM;MST;MARKET_ORDER;TRADE_CLOSE;EUR/CHF;;1;Sell;;;;;;;;;;;
8879;06/27/2019;04:01:28;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;EUR/CHF;1.11149;1;Sell;0.0001;;;;0;0;-0.002;;27.6;;
8880;06/27/2019;04:06:37;AM;MST;MARKET_ORDER;TRADE_CLOSE;USD/CAD;;200;Sell;;;;;;;;;;;
8881;06/27/2019;04:06:37;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;USD/CAD;1.31319;200;Sell;0.0114;;;;0.0002;0;0.2543;;27.86;;
8882;06/27/2019;04:06:37;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8883;06/27/2019;04:06:58;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;200;Buy;;;;;;;;;;;
8884;06/27/2019;04:06:58;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.31334;200;Buy;0.0114;;;;0;0;0;;27.86;;
8885;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0455;;;;27.81;;
;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8884;USD/CAD;;;;;;;;0.0001;;;;;
;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0088;;;;;
;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0068;;;;;
;06/27/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8874;NZD/JPY;;;;;;;;-0.0038;;;;;
8886;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0483;;;;27.76;;
;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8884;USD/CAD;;;;;;;;0.0003;;;;;
;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0088;;;;;
;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0068;;;;;
;06/28/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8874;NZD/JPY;;;;;;;;-0.0068;;;;;
8887;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0483;;;;27.72;;
;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8884;USD/CAD;;;;;;;;0.0003;;;;;
;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0088;;;;;
;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0068;;;;;
;06/29/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8874;NZD/JPY;;;;;;;;-0.0068;;;;;
8888;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0483;;;;27.67;;
;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8884;USD/CAD;;;;;;;;0.0003;;;;;
;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0088;;;;;
;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0068;;;;;
;06/30/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8874;NZD/JPY;;;;;;;;-0.0068;;;;;
8889;07/01/2019;12:19:27;AM;MST;MARKET_ORDER;TRADE_CLOSE;USD/CAD;;200;Sell;;;;;;;;;;;
8890;07/01/2019;12:19:27;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;USD/CAD;1.3097;200;Sell;0.0122;;;;0.0001;0;-0.5559;;27.11;;
8891;07/01/2019;09:13:31;AM;MST;MARKET_ORDER;CLIENT_ORDER;AUD/CAD;;100;Buy;;;;;;;;;;;
8892;07/01/2019;09:13:31;AM;MST;ORDER_FILL;MARKET_ORDER;AUD/CAD;0.91396;100;Buy;0.0072;;;;0;0;0;;27.11;;
8893;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0485;;;;27.06;;
;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8892;AUD/CAD;;;;;;;;-0.0004;;;;;
;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0216;;;;;
;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
;07/01/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8874;NZD/JPY;;;;;;;;-0.0068;;;;;
8894;07/01/2019;11:06:24;PM;MST;MARKET_ORDER;TRADE_CLOSE;AUD/CAD;;100;Sell;;;;;;;;;;;
8895;07/01/2019;11:06:24;PM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;AUD/CAD;0.91509;100;Sell;0.0072;;;;-0.0009;0;0.0861;;27.15;;
8896;07/01/2019;11:13:48;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/CAD;;100;Buy;;;;;;;;;;;
8897;07/01/2019;11:13:48;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/CAD;1.48138;100;Buy;0.008;;;;0;0;0;;27.15;;
8898;07/02/2019;05:04:11;AM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;1.48591;;;;;;;;;;;;;
8899;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0537;;;;27.09;;
;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0056;;;;;
;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0216;;;;;
;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
;07/02/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8874;NZD/JPY;;;;;;;;-0.0068;;;;;
8900;07/02/2019;06:07:46;PM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;NZD/JPY;71.862;101;Buy;0.0089;;;;-0.0015;0;0.2834;;27.38;;
8901;07/02/2019;08:10:00;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;100;Buy;;;;;;;;;;;
8902;07/02/2019;08:10:00;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;135.522;100;Buy;0.0102;;;;0;0;0;;27.38;;
8903;07/02/2019;08:10:32;PM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;135.818;;;;;;;;;;;;;
8904;07/03/2019;08:40:22;AM;MST;MARKET_ORDER;TRADE_CLOSE;GBP/JPY;;100;Sell;;;;;;;;;;;
8905;07/03/2019;08:40:22;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;GBP/JPY;135.505;100;Sell;0.0107;;;;0.0002;0;-0.0158;;27.36;;
8906;07/03/2019;08:40:22;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8907;07/03/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0513;;;;27.31;;
;07/03/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/03/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0087;;;;;
;07/03/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0217;;;;;
;07/03/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;07/03/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0068;;;;;
8908;07/04/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0512;;;;27.26;;
;07/04/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/04/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/04/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;07/04/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
;07/04/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
8909;07/05/2019;09:39:30;AM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;71.602;;;;;;;;;;;;;
8910;07/05/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0508;;;;27.21;;
;07/05/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/05/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/05/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0215;;;;;
;07/05/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0043;;;;;
;07/05/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
8911;07/06/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0508;;;;27.16;;
;07/06/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/06/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/06/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0215;;;;;
;07/06/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0043;;;;;
;07/06/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
8912;07/07/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0508;;;;27.11;;
;07/07/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/07/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/07/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0215;;;;;
;07/07/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0043;;;;;
;07/07/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
8913;07/08/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0508;;;;27.05;;
;07/08/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/08/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/08/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0215;;;;;
;07/08/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0043;;;;;
;07/08/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8851;NZD/JPY;;;;;;;;-0.0067;;;;;
8914;07/09/2019;07:59:15;AM;MST;MARKET_ORDER;TRADE_CLOSE;NZD/JPY;;100;Buy;;;;;;;;;;;
8915;07/09/2019;07:59:15;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;NZD/JPY;71.876;100;Buy;0.0074;;;;-0.0053;0;0.0018;;27.05;;
8916;07/09/2019;07:59:15;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8917;07/09/2019;11:10:57;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/CAD;;101;Buy;;;;;;;;;;;
8918;07/09/2019;11:10:57;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/CAD;1.47286;101;Buy;0.0069;;;;0;0;0;;27.05;;
8919;07/09/2019;11:10:57;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.47686;;;;;;;;;;;;;
8920;07/09/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0448;;;;27.01;;
;07/09/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/09/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8918;EUR/CAD;;;;;;;;-0.0007;;;;;
;07/09/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/09/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0215;;;;;
;07/09/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0043;;;;;
8921;07/10/2019;07:07:01;AM;MST;ORDER_FILL;TAKE_PROFIT_ORDER;EUR/CAD;1.47686;101;Sell;0.0085;;;;-0.0073;0;0.3074;;27.31;;
8922;07/10/2019;07:25:59;AM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/USD;;100;Buy;;;;;;;;;;;
8923;07/10/2019;07:25:59;AM;MST;ORDER_FILL;MARKET_ORDER;EUR/USD;1.12467;100;Buy;0.0055;;;;0;0;0;;27.31;;
8924;07/10/2019;07:26:39;AM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;1.12852;;;;;;;;;;;;;
8925;07/10/2019;08:01:11;AM;MST;MARKET_ORDER;TRADE_CLOSE;EUR/USD;;100;Sell;;;;;;;;;;;
8926;07/10/2019;08:01:11;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;EUR/USD;1.12482;100;Sell;0.006;;;;-0.0003;0;0.015;;27.32;;
8927;07/10/2019;08:01:11;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8928;07/10/2019;11:10:02;AM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;100;Buy;;;;;;;;;;;
8929;07/10/2019;11:10:02;AM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.30696;100;Buy;0.0061;;;;0;0;0;;27.32;;
8930;07/10/2019;11:10:02;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.31194;;;;;;;;;;;;;
8931;07/10/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0443;;;;27.28;;
;07/10/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/10/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8929;USD/CAD;;;;;;;;0;;;;;
;07/10/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/10/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0216;;;;;
;07/10/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
8932;07/11/2019;07:59:12;AM;MST;ORDER_CANCEL;CLIENT_REQUEST_REPLACED;;;;;;;;;;;;;;;
8933;07/11/2019;07:59:12;AM;MST;TAKE_PROFIT_ORDER;REPLACEMENT;;1.31022;;;;;;;;;;;;;
8934;07/11/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0442;;;;27.23;;
;07/11/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/11/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8929;USD/CAD;;;;;;;;0.0001;;;;;
;07/11/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0086;;;;;
;07/11/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0216;;;;;
;07/11/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
8935;07/12/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0445;;;;27.19;;
;07/12/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/12/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8929;USD/CAD;;;;;;;;0.0001;;;;;
;07/12/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0087;;;;;
;07/12/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;07/12/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
8936;07/13/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0445;;;;27.14;;
;07/13/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/13/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8929;USD/CAD;;;;;;;;0.0001;;;;;
;07/13/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0087;;;;;
;07/13/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;07/13/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
8937;07/14/2019;07:25:14;AM;MST;TRANSFER_FUNDS;;;;;;;;;;;;;100;127.14;;
8938;07/14/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0445;;;;127.1;;
;07/14/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/14/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8929;USD/CAD;;;;;;;;0.0001;;;;;
;07/14/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0087;;;;;
;07/14/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;07/14/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
8939;07/14/2019;07:04:43;PM;MST;MARKET_ORDER;CLIENT_ORDER;USD/CAD;;300;Buy;;;;;;;;;;;
8940;07/14/2019;07:04:43;PM;MST;ORDER_FILL;MARKET_ORDER;USD/CAD;1.30388;300;Buy;0.0161;;;;0;0;0;;127.1;;
8941;07/14/2019;07:06:24;PM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;1.30768;;;;;;;;;;;;;
8942;07/14/2019;07:46:06;PM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;200;Buy;;;;;;;;;;;
8943;07/14/2019;07:46:06;PM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;135.776;200;Buy;0.0213;;;;0;0;0;;127.1;;
8944;07/14/2019;07:46:52;PM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;136.146;;;;;;;;;;;;;
8945;07/14/2019;08:31:22;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;200;Buy;;;;;;;;;;;
8946;07/14/2019;08:31:22;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.60328;200;Buy;0.0141;;;;0;0;0;;127.1;;
8947;07/14/2019;08:31:22;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.60678;;;;;;;;;;;;;
8948;07/15/2019;01:48:22;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;210;Buy;;;;;;;;;;;
8949;07/15/2019;01:48:22;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;135.495;210;Buy;0.0234;;;;0;0;0;;127.1;;
8950;07/15/2019;01:48:59;AM;MST;TAKE_PROFIT_ORDER;CLIENT_ORDER;;135.837;;;;;;;;;;;;;
8951;07/15/2019;03:52:40;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;150;Buy;;;;;;;;;;;
8952;07/15/2019;03:52:40;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;135.47;150;Buy;0.0153;;;;0;0;0;;127.1;;
8953;07/15/2019;03:52:40;AM;MST;TAKE_PROFIT_ORDER;ON_FILL;;135.72;;;;;;;;;;;;;
8954;07/15/2019;04:46:25;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;101;Buy;;;;;;;;;;;
8955;07/15/2019;04:46:25;AM;MST;ORDER_FILL;MARKET_ORDER;GBP/JPY;135.348;101;Buy;0.0103;;;;0;0;0;;127.1;;
8956;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;;;;;;;;;;-0.0555;;;;127.04;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8946;EUR/AUD;;;;;;;;-0.0125;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8897;EUR/CAD;;;;;;;;-0.0097;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8929;USD/CAD;;;;;;;;0.0001;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8940;USD/CAD;;;;;;;;0.0004;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8943;GBP/JPY;;;;;;;;0.0004;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8949;GBP/JPY;;;;;;;;0.0004;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8952;GBP/JPY;;;;;;;;0.0002;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8955;GBP/JPY;;;;;;;;0.0001;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8820;NZD/CHF;;;;;;;;-0.0087;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8830;NZD/CHF;;;;;;;;-0.0218;;;;;
;07/15/2019;01:00:00;PM;MST;DAILY_FINANCING;TradeID:;8854;NZD/CHF;;;;;;;;-0.0044;;;;;
8957;07/15/2019;06:11:41;PM;MST;MARKET_ORDER;TRADE_CLOSE;USD/CAD;;300;Sell;;;;;;;;;;;
8958;07/15/2019;06:11:41;PM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;USD/CAD;1.30559;300;Sell;0.0218;;;;0.0001;0;0.3929;;127.44;;
8959;07/15/2019;06:11:41;PM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8960;07/15/2019;06:31:31;PM;MST;MARKET_ORDER;CLIENT_ORDER;EUR/AUD;;250;Buy;;;;;;;;;;;
8961;07/15/2019;06:31:31;PM;MST;ORDER_FILL;MARKET_ORDER;EUR/AUD;1.59972;250;Buy;0.0202;;;;0;0;0;;127.44;;
8962;07/15/2019;06:31:31;PM;MST;TAKE_PROFIT_ORDER;ON_FILL;;1.60272;;;;;;;;;;;;;
8963;07/16/2019;12:29:18;AM;MST;MARKET_ORDER;TRADE_CLOSE;EUR/AUD;;250;Sell;;;;;;;;;;;
8964;07/16/2019;12:29:18;AM;MST;ORDER_FILL;MARKET_ORDER_TRADE_CLOSE;EUR/AUD;1.60084;250;Sell;0.0158;;;;-0.0056;0;0.1968;;127.63;;
8965;07/16/2019;12:29:18;AM;MST;ORDER_CANCEL;LINKED_TRADE_CLOSED;;;;;;;;;;;;;;;
8966;07/16/2019;12:29:48;AM;MST;MARKET_ORDER;CLIENT_ORDER;GBP/JPY;;202;Buy;;;;;;;;;;;
