Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,PL,Amount,Balance
8452,03/26/2019 06:58:12 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8453,03/26/2019 07:15:57 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,EUR/AUD,1.58357,1,Buy,0.0001,,,,0.00000,0.0000,0.7132,-0.00090,,25.84
8454,03/26/2019 07:15:57 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8455,03/26/2019 07:31:46 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,CAD/JPY,82.53300,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,-0.00090,,25.84
8456,03/26/2019 07:31:46 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8457,03/26/2019 08:01:18 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,AUD/JPY,78.95500,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,0.00140,,25.84
8458,03/26/2019 08:01:18 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8459,03/26/2019 01:00:00 PM,PDT,DAILY_FINANCING,,,,,,,,,,-0.00010,,,,,25.84
,03/26/2019 01:00:00 PM,PDT,DAILY_FINANCING,TradeID: 8342,NZD/CHF,,,,,,,,-0.00010,,,,,
8460,03/26/2019 07:26:08 PM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/CHF,0.67665,1,Buy,0.0001,,,,0.00000,0.0000,1.0046,0.00750,,25.85
8461,03/26/2019 07:26:08 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8462,03/26/2019 11:09:50 PM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/USD,,1,Buy,,0.67943,0.68193,,,,,,,
8463,03/26/2019 11:09:50 PM,PDT,ORDER_FILL,MARKET_ORDER,NZD/USD,0.68046,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.85
8464,03/26/2019 11:09:50 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.68193,,,,,,,,,,,,
8465,03/26/2019 11:09:50 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,0.67943,,,,,,,,,,,,
8466,03/26/2019 11:15:25 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,145.75800,145.97800,,,,,,,
8467,03/26/2019 11:15:25 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,145.83000,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.85
8468,03/26/2019 11:15:25 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,145.97800,,,,,,,,,,,,
8469,03/26/2019 11:15:25 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,145.75800,,,,,,,,,,,,
8470,03/26/2019 11:17:26 PM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/JPY,,1,Buy,,124.47200,124.69200,,,,,,,
8471,03/26/2019 11:17:26 PM,PDT,ORDER_FILL,MARKET_ORDER,EUR/JPY,124.53200,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.85
8472,03/26/2019 11:17:26 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,124.69200,,,,,,,,,,,,
8473,03/26/2019 11:17:26 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,124.47200,,,,,,,,,,,,
8474,03/26/2019 11:19:14 PM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/AUD,,1,Buy,,1.58412,1.58642,,,,,,,
8475,03/26/2019 11:19:14 PM,PDT,ORDER_FILL,MARKET_ORDER,EUR/AUD,1.58492,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.85
8476,03/26/2019 11:19:14 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.58642,,,,,,,,,,,,
8477,03/26/2019 11:19:14 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.58412,,,,,,,,,,,,
8478,03/26/2019 11:28:48 PM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/USD,,1,Buy,,0.70977,0.71217,,,,,,,
8479,03/26/2019 11:28:48 PM,PDT,ORDER_FILL,MARKET_ORDER,AUD/USD,0.71054,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.85
8480,03/26/2019 11:28:48 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.71217,,,,,,,,,,,,
8481,03/26/2019 11:28:48 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,0.70977,,,,,,,,,,,,
8482,03/26/2019 11:45:52 PM,PDT,ORDER_FILL,STOP_LOSS_ORDER,EUR/JPY,124.47200,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,-0.00050,,25.85
8483,03/26/2019 11:45:52 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8484,03/26/2019 11:52:29 PM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,145.75600,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,-0.00070,,25.85
8485,03/26/2019 11:52:29 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8486,03/27/2019 12:15:52 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,AUD/USD,0.70977,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,-0.00080,,25.84
8487,03/27/2019 12:15:52 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8488,03/27/2019 12:16:42 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,1,Sell,,1.12623,1.12463,,,,,,,
8489,03/27/2019 12:16:42 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.12562,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8490,03/27/2019 12:16:42 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.12463,,,,,,,,,,,,
8491,03/27/2019 12:16:42 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.12623,,,,,,,,,,,,
8492,03/27/2019 01:03:27 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/AUD,1.58646,1,Sell,0.0001,,,,0.00000,0.0000,0.7094,0.00110,,25.85
8493,03/27/2019 01:03:27 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8494,03/27/2019 01:05:08 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,EUR/USD,1.12623,1,Buy,0.0001,,,,0.00000,0.0000,1.0000,-0.00060,,25.85
8495,03/27/2019 01:05:08 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8496,03/27/2019 01:29:18 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,NZD/USD,0.67943,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,-0.00100,,25.84
8497,03/27/2019 01:29:18 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8498,03/29/2019 05:13:20 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,145.02400,145.26400,,,,,,,
8499,03/29/2019 05:13:20 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,145.10100,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8500,03/29/2019 05:13:20 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,145.26400,,,,,,,,,,,,
8501,03/29/2019 05:13:20 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,145.02400,,,,,,,,,,,,
8502,03/29/2019 05:14:04 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/USD,,1,Buy,,1.30890,1.31130,,,,,,,
8503,03/29/2019 05:14:04 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/USD,1.30970,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8504,03/29/2019 05:14:04 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.31130,,,,,,,,,,,,
8505,03/29/2019 05:14:04 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.30890,,,,,,,,,,,,
8506,03/29/2019 05:14:41 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,145.02400,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,-0.00070,,25.84
8507,03/29/2019 05:14:41 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8508,03/29/2019 05:15:14 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/USD,1.30890,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,-0.00080,,25.84
8509,03/29/2019 05:15:14 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8510,03/29/2019 05:15:45 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,144.88400,145.18400,,,,,,,
8511,03/29/2019 05:15:45 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,145.03400,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8512,03/29/2019 05:15:45 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,145.18400,,,,,,,,,,,,
8513,03/29/2019 05:15:45 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,144.88400,,,,,,,,,,,,
8514,03/29/2019 05:42:20 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,145.18500,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,0.00140,,25.84
8515,03/29/2019 05:42:20 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8516,03/29/2019 06:16:11 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,144.88800,145.15800,,,,,,,
8517,03/29/2019 06:16:11 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,145.00800,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8518,03/29/2019 06:16:11 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,145.15800,,,,,,,,,,,,
8519,03/29/2019 06:16:11 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,144.88800,,,,,,,,,,,,
8520,03/29/2019 06:17:36 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,1,Buy,,1.33402,1.33672,,,,,,,
8521,03/29/2019 06:17:36 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33522,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8522,03/29/2019 06:17:36 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33672,,,,,,,,,,,,
8523,03/29/2019 06:17:36 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.33402,,,,,,,,,,,,
8524,03/29/2019 06:20:58 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,144.88800,1,Sell,0.0001,,,,0.00000,0.0000,0.0090,-0.00110,,25.84
8525,03/29/2019 06:20:58 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8526,03/29/2019 06:50:20 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,USD/CAD,1.33672,1,Sell,0.0001,,,,0.00000,0.0000,0.7479,0.00110,,25.84
8527,03/29/2019 06:50:20 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8528,03/29/2019 07:05:43 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,1,Buy,,1.12251,1.12451,,,,,,,
8529,03/29/2019 07:05:43 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.12332,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8530,03/29/2019 07:05:43 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.12451,,,,,,,,,,,,
8531,03/29/2019 07:05:43 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.12251,,,,,,,,,,,,
8532,03/29/2019 07:06:47 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,1,Sell,,1.33654,1.33454,,,,,,,
8533,03/29/2019 07:06:47 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33567,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8534,03/29/2019 07:06:47 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33454,,,,,,,,,,,,
8535,03/29/2019 07:06:47 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.33654,,,,,,,,,,,,
8536,03/29/2019 07:18:08 AM,PDT,MARKET_ORDER,CLIENT_ORDER,AUD/CAD,,1,Buy,,0.94671,0.94871,,,,,,,
8537,03/29/2019 07:18:08 AM,PDT,ORDER_FILL,MARKET_ORDER,AUD/CAD,0.94751,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8538,03/29/2019 07:18:08 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.94871,,,,,,,,,,,,
8539,03/29/2019 07:18:08 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,0.94671,,,,,,,,,,,,
8540,03/29/2019 07:44:26 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,EUR/USD,1.12251,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,-0.00080,,25.84
8541,03/29/2019 07:44:26 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8542,03/29/2019 07:44:36 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,USD/CAD,1.33655,1,Buy,0.0001,,,,0.00000,0.0000,0.7482,-0.00070,,25.84
8543,03/29/2019 07:44:36 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8544,03/29/2019 07:53:15 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,AUD/CAD,0.94671,1,Sell,0.0001,,,,0.00000,0.0000,0.7481,-0.00060,,25.84
8545,03/29/2019 07:53:15 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8546,04/14/2019 11:40:47 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,146.44100,146.69100,,,,,,,
8547,04/14/2019 11:40:47 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,146.54100,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8548,04/14/2019 11:40:47 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,146.69100,,,,,,,,,,,,
8549,04/14/2019 11:40:47 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,146.44100,,,,,,,,,,,,
8550,04/14/2019 11:41:44 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/USD,,1,Buy,,1.30800,1.31050,,,,,,,
8551,04/14/2019 11:41:44 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/USD,1.30900,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8552,04/14/2019 11:41:44 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.31050,,,,,,,,,,,,
8553,04/14/2019 11:41:44 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.30800,,,,,,,,,,,,
8554,04/14/2019 11:42:11 PM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,146.44100,1,Sell,0.0001,,,,0.00000,0.0000,0.0089,-0.00090,,25.84
8555,04/14/2019 11:42:11 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8556,04/14/2019 11:43:56 PM,PDT,MARKET_ORDER,CLIENT_ORDER,NZD/USD,,1,Sell,,0.67794,0.67544,,,,,,,
8557,04/14/2019 11:43:56 PM,PDT,ORDER_FILL,MARKET_ORDER,NZD/USD,0.67694,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8558,04/14/2019 11:43:56 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,0.67544,,,,,,,,,,,,
8559,04/14/2019 11:43:56 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,0.67794,,,,,,,,,,,,
8560,04/14/2019 11:44:32 PM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CHF,,1,Sell,,1.00257,1.00007,,,,,,,
8561,04/14/2019 11:44:32 PM,PDT,ORDER_FILL,MARKET_ORDER,USD/CHF,1.00157,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8562,04/14/2019 11:44:32 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.00007,,,,,,,,,,,,
8563,04/14/2019 11:44:32 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.00257,,,,,,,,,,,,
8564,04/14/2019 11:45:04 PM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,1,Buy,,1.33308,1.33558,,,,,,,
8565,04/14/2019 11:45:04 PM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.33408,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8566,04/14/2019 11:45:04 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.33558,,,,,,,,,,,,
8567,04/14/2019 11:45:04 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.33308,,,,,,,,,,,,
8568,04/14/2019 11:45:56 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Sell,,146.54100,146.29100,,,,,,,
8569,04/14/2019 11:45:56 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,146.44100,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8570,04/14/2019 11:45:56 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,146.29100,,,,,,,,,,,,
8571,04/14/2019 11:45:56 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,146.54100,,,,,,,,,,,,
8572,04/14/2019 11:54:01 PM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/USD,1.30800,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,-0.00100,,25.84
8573,04/14/2019 11:54:01 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8574,04/15/2019 12:01:28 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/USD,,1,Buy,,1.30739,1.30989,,,,,,,
8575,04/15/2019 12:01:28 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/USD,1.30839,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8576,04/15/2019 12:01:28 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.30989,,,,,,,,,,,,
8577,04/15/2019 12:01:28 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.30739,,,,,,,,,,,,
8578,04/15/2019 12:19:04 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,146.54200,1,Buy,0.0001,,,,0.00000,0.0000,0.0089,-0.00090,,25.84
8579,04/15/2019 12:19:04 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8580,04/15/2019 12:22:08 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,USD/CAD,1.33308,1,Sell,0.0001,,,,0.00000,0.0000,0.7501,-0.00080,,25.84
8581,04/15/2019 12:22:08 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8582,04/15/2019 12:27:09 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/USD,1.30991,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,0.00150,,25.84
8583,04/15/2019 12:27:09 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8584,04/15/2019 03:02:34 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,USD/CHF,1.00259,1,Buy,0.0001,,,,0.00000,0.0000,0.9975,-0.00100,,25.84
8585,04/15/2019 03:02:34 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8586,04/15/2019 07:32:26 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,NZD/USD,0.67542,1,Buy,0.0001,,,,0.00000,0.0000,1.0000,0.00150,,25.84
8587,04/15/2019 07:32:26 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8588,06/06/2019 02:01:34 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,1,Sell,,1.12429,1.12249,,,,,,,
8589,06/06/2019 02:01:34 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.12349,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8590,06/06/2019 02:01:34 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.12249,,,,,,,,,,,,
8591,06/06/2019 02:01:34 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.12429,,,,,,,,,,,,
8592,06/06/2019 02:02:26 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,137.11700,137.29700,,,,,,,
8593,06/06/2019 02:02:26 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,137.19700,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8594,06/06/2019 02:02:26 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,137.29700,,,,,,,,,,,,
8595,06/06/2019 02:02:26 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,137.11700,,,,,,,,,,,,
8596,06/06/2019 02:06:12 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,137.11600,1,Sell,0.0001,,,,0.00000,0.0000,0.0092,-0.00070,,25.84
8597,06/06/2019 02:06:12 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8598,06/06/2019 02:07:50 AM,PDT,MARKET_ORDER,CLIENT_ORDER,USD/CAD,,10,Buy,,1.33997,1.34187,,,,,,,
8599,06/06/2019 02:07:50 AM,PDT,ORDER_FILL,MARKET_ORDER,USD/CAD,1.34087,10,Buy,0.0006,,,,0.00000,0.0000,,0.00000,,25.84
8600,06/06/2019 02:07:50 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.34187,,,,,,,,,,,,
8601,06/06/2019 02:07:50 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.33997,,,,,,,,,,,,
8602,06/06/2019 02:10:04 AM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,10,Sell,,1.12420,1.12230,,,,,,,
8603,06/06/2019 02:10:04 AM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.12330,10,Sell,0.0006,,,,0.00000,0.0000,,0.00000,,25.84
8604,06/06/2019 02:10:04 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.12230,,,,,,,,,,,,
8605,06/06/2019 02:10:04 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.12420,,,,,,,,,,,,
8606,06/06/2019 02:10:57 AM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Sell,,137.25100,137.06100,,,,,,,
8607,06/06/2019 02:10:57 AM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,137.16100,1,Sell,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8608,06/06/2019 02:10:57 AM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,137.06100,,,,,,,,,,,,
8609,06/06/2019 02:10:57 AM,PDT,STOP_LOSS_ORDER,ON_FILL,,137.25100,,,,,,,,,,,,
8610,06/06/2019 02:23:14 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,GBP/JPY,137.25200,1,Buy,0.0001,,,,0.00000,0.0000,0.0092,-0.00080,,25.84
8611,06/06/2019 02:23:14 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8612,06/06/2019 04:45:10 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/USD,1.12249,1,Buy,0.0001,,,,0.00000,0.0000,1.0000,0.00100,,25.84
8613,06/06/2019 04:45:10 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8614,06/06/2019 04:45:10 AM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,EUR/USD,1.12230,10,Buy,0.0025,,,,0.00010,0.0000,1.0000,0.01000,,25.85
8615,06/06/2019 04:45:10 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8616,06/06/2019 04:57:34 AM,PDT,ORDER_FILL,STOP_LOSS_ORDER,USD/CAD,1.33995,10,Sell,0.0007,,,,0.00000,0.0000,0.7462,-0.00690,,25.84
8617,06/06/2019 04:57:34 AM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8618,06/06/2019 06:16:44 PM,PDT,MARKET_ORDER,CLIENT_ORDER,EUR/USD,,1,Buy,,1.12674,1.12854,,,,,,,
8619,06/06/2019 06:16:44 PM,PDT,ORDER_FILL,MARKET_ORDER,EUR/USD,1.12754,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8620,06/06/2019 06:16:44 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,1.12854,,,,,,,,,,,,
8621,06/06/2019 06:16:44 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,1.12674,,,,,,,,,,,,
8622,06/06/2019 06:17:39 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,1,Buy,,137.50600,137.69600,,,,,,,
8623,06/06/2019 06:17:39 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,137.59600,1,Buy,0.0001,,,,0.00000,0.0000,,0.00000,,25.84
8624,06/06/2019 06:17:39 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,137.69600,,,,,,,,,,,,
8625,06/06/2019 06:17:39 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,137.50600,,,,,,,,,,,,
8626,06/06/2019 06:50:33 PM,PDT,ORDER_FILL,TAKE_PROFIT_ORDER,GBP/JPY,137.69700,1,Sell,0.0001,,,,0.00000,0.0000,0.0092,0.00090,,25.84
8627,06/06/2019 06:50:33 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8628,06/06/2019 07:57:03 PM,PDT,ORDER_FILL,STOP_LOSS_ORDER,EUR/USD,1.12674,1,Sell,0.0001,,,,0.00000,0.0000,1.0000,-0.00080,,25.84
8629,06/06/2019 07:57:03 PM,PDT,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
8630,06/06/2019 08:51:37 PM,PDT,MARKET_ORDER,CLIENT_ORDER,GBP/JPY,,10,Buy,,137.65800,137.84800,,,,,,,
8631,06/06/2019 08:51:37 PM,PDT,ORDER_FILL,MARKET_ORDER,GBP/JPY,137.74800,10,Buy,0.0011,,,,0.00000,0.0000,,0.00000,,25.84
8632,06/06/2019 08:51:37 PM,PDT,TAKE_PROFIT_ORDER,ON_FILL,,137.84800,,,,,,,,,,,,
8633,06/06/2019 08:51:37 PM,PDT,STOP_LOSS_ORDER,ON_FILL,,137.65800,,,,,,,,,,,,
